dataAtualizacao,dataPublicacaoPncp,cnpj,quantidade,valorTotal,anoPca,razaoSocial,poder,esfera
2024-12-23T09:34:05,2024-12-23T08:59:05,11417287000176,10,321166.0,2025,FUNDO MUNICIPAL DE SAUDE DE ITA,E,M
2025-05-20T10:16:38,2025-01-02T14:49:52,11418377000181,2289,57540719.19,2025,FUNDO MUNICIPAL DE SAUDE DE ICAPUI,E,M
2024-09-11T13:57:19,2024-09-11T13:57:19,11422767000125,61,35670392.54,2025,FUNDO MUNICIPAL DE SAUDE DE VARJOTA,E,M
2025-01-28T20:15:09,2025-01-28T20:11:59,11422955000153,87,25589858.0,2025,FUNDO MUNICIPAL DE SAUDE DE TIMBO,E,M
2025-05-08T14:06:48,2024-12-08T17:32:55,11426115000169,2339,58930903.08,2025,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AQUIRAZ,E,M
2024-12-27T14:04:35,2024-12-27T14:04:31,11429047000191,1153,21016263.7,2025,FUNDO MUNICIPAL DE SAUDE DE GRACA,E,M
2025-02-10T20:28:56,2024-12-19T13:11:59,11435633000149,258,127678485.39,2025,TRIBUNAL DE CONTAS DO ESTADO DE PERNAMBUCO,L,E
2024-12-27T10:50:47,2024-12-27T10:50:47,11436747000103,60,6955840.0,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE JUAZEIRO DO NORTE - CPSMJN,E,N
2025-07-01T14:57:11,2025-02-18T09:49:25,11478938000138,928,19062044.3682,2025,FUNDO MUNICIPAL DE SAUDE,E,M
2025-01-29T13:33:50,2025-01-29T13:33:50,11487685000169,30,6489990.72,2025,INSTITUTO DE DESENVOLVIMENTO URBANO DE CANAA DOS CARAJAS,E,M
2024-08-15T11:57:33,2024-08-15T11:57:33,11493327000169,138,3411115.21,2025,CASA MILITAR,E,E
2025-06-25T10:54:32,2024-12-19T11:33:38,11497013000134,97,560694030.7301,2025,AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA - EMLURB,E,M
2024-12-05T10:56:04,2024-12-05T10:56:04,11639339000159,73,694293.58,2025,LEMEPREV INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE LEME,E,M
2025-07-07T13:14:08,2024-10-23T11:23:23,11527108000153,43,2879599.4226,2025,CAMARA MUNICIPAL DE OLINDA,L,M
2025-06-02T09:59:33,2025-06-02T09:59:11,11552755000115,10,797811.9,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE CRATO - CPSMC,E,N
2025-06-17T14:36:25,2025-05-22T16:37:39,11552935000105,23,4819.09,2025,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE INDAIAL,E,M
2024-07-05T15:46:17,2024-07-05T15:46:17,11554474000100,91,1404939360.45,2025,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE PE,E,E
2025-01-09T11:23:04,2024-12-30T18:08:07,11585795000163,80,9968380.0,2025,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CONCORDIA,E,M
2024-12-19T19:58:07,2024-12-19T19:58:07,11633713000109,323,68664725.99,2025,DEPARTAMENTO ESTADUAL DE TRANSITO DO ESTADO DO AMAPA,E,E
2024-12-27T15:34:58,2024-12-27T15:34:58,11669939000160,198,260796.42,2025,FUNDO DE PREVIDENCIA SOCIAL DE ARARIPE,E,M
2025-02-22T07:46:31,2024-12-23T12:30:59,11672134000175,123,16519000.0,2025,FUNDO MUNICIPAL DE SAUDE DE SEARA,E,M
2025-06-09T10:30:56,2024-11-14T20:25:09,11674272000193,54,1218136.71,2025,CONSELHO REGIONAL DE NUTRICIONISTAS SEXTA REGIAO,E,F
2025-03-11T14:02:34,2025-02-24T10:22:52,11679183000130,5,128860.0,2025,FUNDO MUN DE SAUDE - BOCAINA DO SUL,E,M
2025-01-22T17:27:14,2025-01-20T14:40:48,11701924000131,973,88190519.948,2025,AUTARQUIA MUNICIPAL DA EDUCACAO DE APUCARANA - A,E,M
2025-02-14T11:42:47,2025-02-14T11:42:47,11778652000178,89,3027503370.0,2025,SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADAO,E,E
2024-12-19T19:55:31,2024-12-19T19:55:31,11778653000112,267,0.0,2025,SECRETARIA DO ESTADO DA ADMINISTRACAO,E,E
2025-01-28T20:05:07,2025-01-28T20:02:44,11750251000100,66,1514500.0,2025,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE TIMBO,E,M
2024-12-19T19:44:49,2024-12-19T19:44:49,11762128000109,357,226346453.0,2025,SECRETARIA DE ESTADO DA FAZENDA,E,E
2024-12-19T20:02:19,2024-12-19T20:02:19,11762219000144,386,102122301.9,2025,SECRETARIA DE ESTADO DO TURISMO,E,E
2024-12-19T19:59:23,2024-12-19T19:59:23,11762237000126,624,4780162255.24,2025,SECRETARIA ESTADUAL DO TRANSPORTE,E,E
2025-05-07T06:36:19,2025-05-07T06:36:19,11772855000157,4,0.0,2025,SECRETARIA DE ESTADO DA INCLUSAO E MOBILIZACAO SOCIAL,E,E
2025-07-01T15:54:52,2024-07-09T14:33:53,11806275000133,404,31917649.64,2025,UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA,E,F
2024-12-31T17:50:35,2024-12-31T17:50:35,11822533000175,31,2830976.0,2025,MUNICIPIO DE ITAPAJE - CAMARA MUNICIPAL,L,M
2025-03-26T14:47:18,2025-01-29T10:40:28,11888864000108,21,92796.33,2025,CONSELHO REGIONAL DE ADMINISTRACAO DA PARAIBA,E,F
2025-06-10T14:51:02,2024-09-11T15:36:36,11896777000100,1833,77807832.4,2025,FUNDO MUNICIPAL DE SAUDE DE ICO,E,M
2025-02-10T20:25:37,2024-07-04T13:01:58,11915612000120,40,9599470.84,2025,AGENCIA PERNAMBUCANA DE AGUAS E CLIMA,E,E
2025-05-19T10:29:24,2024-07-15T15:45:50,11938399000172,709,12110129.542,2025,CONSORCIO INTERMUNICIPAL DE SAUDE DA REDE DE URGENCIA DO CENTRO SUL CISRU,E,N
2024-12-03T13:21:58,2024-12-03T13:21:58,11979758000130,19,13618000.0,2025,FUNDO MUNICIPAL DE SAUDE DE ACARAPE/CE,E,M
2024-12-16T15:27:27,2024-05-29T16:06:23,12003262000199,1218,6277919.37,2025,FUNDO MUNICIPAL DE SAUDE DE IPAUMIRIM,E,M
2025-05-20T10:15:54,2025-05-20T10:15:54,12035302000184,23,5415336.49,2025,FUNDO MUNICIPAL DE SAUDE,E,M
2025-05-28T10:51:18,2025-05-28T10:51:18,12040122000190,525,15173007.65,2025,FUNDO MUNICIPAL DE SAUDE DE JAGUARUANA,E,M
2025-06-27T08:32:20,2024-12-12T09:24:50,12097134000151,2508,15395134.3061,2025,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,E,M
2025-01-23T14:08:00,2025-01-23T14:08:00,12146188000160,251,1444870.02,2025,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,E,M
2025-01-22T10:31:57,2025-01-22T10:29:23,12200192000169,101,141571081.57,2025,SECRETARIA DE ESTADO DA FAZENDA,E,E
2025-07-14T19:39:01,2024-09-30T11:41:44,12200226000115,255,183956297.3212,2025,SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,E,E
2025-07-07T17:09:24,2025-02-04T00:02:28,12262721000159,233,51755393.0,2025,MUNICIPIO DE FLEXEIRAS,N,M
2025-07-08T13:36:21,2025-02-04T10:23:00,12264628000183,3246,65141267.6386,2025,MUNICIPIO DE CAMPO ALEGRE,N,M
2025-06-18T12:25:50,2025-06-18T12:25:50,12292443000182,50,6466158.12,2025,FUNDO MUNICIPAL DE SAUDE,E,M
2024-12-18T15:49:50,2024-12-18T15:41:07,12359683000157,222,2028341.5533,2025,MUNICIPIO DE BOA VIAGEM - CAMARA MUNICIPAL,L,M
2024-11-01T10:31:09,2024-07-29T15:04:59,12415907000109,46,133070.0,2025,CONTROLADORIA GERAL DO ESTADO,E,E
2024-10-22T10:26:46,2024-10-22T10:26:46,12350153000148,986,44940265.5688,2025,MUNICIPIO DE AGUA BRANCA,N,M
2024-08-30T16:09:51,2024-08-30T16:09:51,12359527000196,37,1744266.4,2025,MUNICIPIO DE GUAIUBA - CAMARA MUNICIPAL,L,M
2025-07-14T09:55:46,2024-08-01T10:14:20,12359535000132,340,59776809.76,2025,MUNICIPIO DE GUAIUBA,N,M
2025-07-09T09:29:15,2025-07-09T09:29:15,12395125000147,41,23810907.21,2025,ALAGOAS TRIBUNAL DE CONTAS DO ESTADO DE ALAGOAS,L,E
2025-07-04T10:52:59,2024-11-22T10:16:02,12397930000100,169,131552214.6,2025,UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,E,F
2024-09-30T10:48:56,2024-09-30T10:48:56,12459616000104,927,19442550.0,2025,MUNICIPIO DE OCARA,N,M
2024-08-29T16:28:11,2024-08-29T16:28:11,12459624000150,49,1438800.0,2025,MUNICIPIO DE OCARA - CAMARA MUNICIPAL,L,M
2024-12-20T09:36:46,2024-12-20T09:35:12,12464103000191,383,48225074.2672,2025,MUNICIPIO DE DEPUTADO IRAPUAN PINHEIRO,N,M
2024-11-21T08:24:33,2024-11-21T08:24:33,12465928000120,25,1486800.0,2025,MUNICIPIO DE JARDIM - CAMARA MUNICIPAL,L,M
2025-04-15T09:39:29,2025-04-15T09:39:29,12517793000108,25,2976836.0,2025,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS,E,E
2025-04-28T11:55:11,2024-09-05T15:18:21,12526216000174,31,3573600.0,2025,MUNICIPIO DE MATINHA - CAMARA MUNICIPAL,L,M
2025-07-15T11:42:35,2025-02-03T11:59:06,12600146000157,16,26188031.9,2025,FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA,E,M
2025-06-30T22:42:29,2025-06-30T10:50:30,12609221000140,4,154000.0,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE CAMOCIM - CPSMCAM,E,N
2024-04-23T16:47:07,2024-04-23T16:41:24,12768835000175,66,13696660.86,2025,CONSORCIO PUBLICO DE SAUDE INTERFEDERATIVO DO VALE DO CURU - CISVALE,E,N
2025-05-21T16:18:04,2024-12-27T14:01:54,12850235000151,2562,9215618.68,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE CASCAVEL - CPSMCAS,E,N
2024-10-29T14:46:11,2024-10-29T09:52:23,13097068000182,82,36024411.15,2025,MUNICIPIO DE BOQUIM,N,M
2025-02-28T14:51:54,2025-02-28T14:29:22,12939977000158,39,12474610.86,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE ITAPIPOCA - CPSMIT,E,N
2024-12-27T15:07:33,2024-12-27T15:03:03,12940254000179,118,11715288.0,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE MARACANAU - CPSMM,E,N
2025-06-20T09:47:35,2025-06-20T09:47:35,12987708000167,742,9547286.47,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE BREJO SANTO - CPSMBS,E,N
2025-07-17T16:22:25,2024-04-30T09:37:30,13031547000104,2048,649461059.4573,2025,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,E,F
2024-08-13T11:50:48,2024-08-13T11:50:48,13044206000165,1000,8208196.89,2025,CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE ICO - CPSMIC,E,N
2024-09-06T11:05:19,2024-09-06T11:05:19,13069562000133,285,3633097.2993,2025,VALENCA-CAMARA MUNICIPAL DE VEREADORES,L,M
2025-04-11T13:38:19,2025-01-24T13:54:11,13075981000188,27,428690.01,2025,CONSELHO REGIONAL DE FARMACIA,E,F
2025-07-17T16:52:40,2024-10-09T16:40:55,13098181000182,3695,85744582.3167,2025,MUNICIPIO DE ITABAIANINHA,N,M
2024-07-12T11:09:32,2024-07-12T11:08:53,13114004000142,4311,195888655.0204,2025,MUNICIPIO DE POCO REDONDO,N,M
2025-07-11T10:22:59,2024-10-30T11:38:58,13117320000178,1130,413498914.2748,2025,MUNICIPIO DE PROPRIA,N,M
2024-08-30T14:19:32,2024-08-30T14:19:32,13128780000282,51,1498990.73,2025,MUNICIPIO DE ARACAJU,E,M
2025-07-09T11:00:45,2024-08-30T14:21:13,13128780003389,1047,235983430.89,2025,MUNICIPIO DE ARACAJU,E,M
2025-03-26T10:22:25,2024-08-30T14:19:45,13128780003974,376,24058817.34,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T14:22:25,2024-08-30T14:22:25,13128780004350,126,27817295.62,2025,MUNICIPIO DE ARACAJU,E,M
2025-04-03T09:28:36,2024-08-30T14:22:50,13128780004431,180,29329528.0,2025,MUNICIPIO DE ARACAJU,E,M
2025-06-20T11:15:07,2024-08-30T14:21:48,13128780004512,1120,12824883.52,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T10:21:23,2024-08-30T10:21:23,13128780004601,196,2883352.17,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T14:16:23,2024-08-30T14:16:23,13128780004784,90,965615.4,2025,MUNICIPIO DE ARACAJU,E,M
2025-01-20T11:40:03,2024-08-30T14:20:27,13128780009581,278,7424805.62,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T10:22:13,2024-08-30T10:22:13,13128780009662,175,6581948.8,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T10:21:00,2024-08-30T10:21:00,13128780009743,48,51880.0,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T14:20:42,2024-08-30T14:20:42,13128780009824,301,3497236.98,2025,MUNICIPIO DE ARACAJU,E,M
2025-05-08T09:53:55,2024-08-30T10:23:11,13128780009905,182,19666301.99,2025,MUNICIPIO DE ARACAJU,E,M
2024-08-30T14:22:39,2024-08-30T14:22:39,13128780010083,47,290454675.1,2025,MUNICIPIO DE ARACAJU,E,M
2025-07-17T15:42:29,2024-05-16T11:46:25,13128798000101,6100,489414295.4246,2025,ESTADO DE SERGIPE,N,E
2024-12-19T16:18:26,2024-12-13T09:09:17,13128855000144,552,284898263.6,2025,MUNICIPIO DE SAO CRISTOVAO,N,M
2025-07-10T11:41:12,2024-12-17T11:36:12,13128863000190,9371,172619516.166,2025,MUNICIPIO DE BARRA DOS COQUEIROS,N,M
